SEASON YEAR,WEEK,TRAP,NUMBER OF MOSQUITOES,WNV POS,WNV NEG,MIR
2009,20,T155,1,0,1,0.0
2009,20,T159,2,0,2,0.0
2009,20,T160,1,0,1,0.0
2009,20,T200,1,0,1,0.0
2009,20,T209,3,0,3,0.0
2009,20,T212,5,0,5,0.0
2009,20,T220,2,0,2,0.0
2009,20,T221,3,0,3,0.0
2009,20,T901,4,0,4,0.0
2009,20,T915,30,0,30,0.0
2009,21,T002,29,0,29,0.0
2009,21,T003,4,0,4,0.0
2009,21,T008,23,0,23,0.0
2009,21,T009,10,0,10,0.0
2009,21,T011,7,0,7,0.0
2009,21,T012,9,0,9,0.0
2009,21,T016,8,0,8,0.0
2009,21,T017,15,0,15,0.0
2009,21,T018,7,0,7,0.0
2009,21,T028,10,0,10,0.0
2009,21,T030,3,0,3,0.0
2009,21,T031,39,0,39,0.0
2009,21,T033,1,0,1,0.0
2009,21,T039,13,0,13,0.0
2009,21,T046,2,0,2,0.0
2009,21,T048,3,0,3,0.0
2009,21,T049,1,0,1,0.0
2009,21,T054A,8,0,8,0.0
2009,21,T061,2,0,2,0.0
2009,21,T062,8,0,8,0.0
2009,21,T063,22,0,22,0.0
2009,21,T066,14,0,14,0.0
2009,21,T069,5,0,5,0.0
2009,21,T073,10,0,10,0.0
2009,21,T074,20,0,20,0.0
2009,21,T082,6,0,6,0.0
2009,21,T083,1,0,1,0.0
2009,21,T089,6,0,6,0.0
2009,21,T090,23,0,23,0.0
2009,21,T094,7,0,7,0.0
2009,21,T095,6,0,6,0.0
2009,21,T102,3,0,3,0.0
2009,21,T114,3,0,3,0.0
2009,21,T115,21,0,21,0.0
2009,21,T128,1,0,1,0.0
2009,21,T135,81,0,81,0.0
2009,21,T147,20,0,20,0.0
2009,21,T151,27,0,27,0.0
2009,21,T152,3,0,3,0.0
2009,21,T153,1,0,1,0.0
2009,21,T155,1,0,1,0.0
2009,21,T158,5,0,5,0.0
2009,21,T159,28,0,28,0.0
2009,21,T160,10,0,10,0.0
2009,21,T209,8,0,8,0.0
2009,21,T212,2,0,2,0.0
2009,21,T220,126,0,126,0.0
2009,21,T221,1,0,1,0.0
2009,21,T904,14,0,14,0.0
2009,21,T905,112,0,112,0.0
2009,21,T911,38,0,38,0.0
2009,21,T912,68,0,68,0.0
2009,21,T913,81,0,81,0.0
2009,21,T916,35,0,35,0.0
2009,22,T002,5,0,5,0.0
2009,22,T003,1,0,1,0.0
2009,22,T011,8,0,8,0.0
2009,22,T012,2,0,2,0.0
2009,22,T018,2,0,2,0.0
2009,22,T028,3,0,3,0.0
2009,22,T030,4,0,4,0.0
2009,22,T031,14,0,14,0.0
2009,22,T033,3,0,3,0.0
2009,22,T039,1,0,1,0.0
2009,22,T046,1,0,1,0.0
2009,22,T047,4,0,4,0.0
2009,22,T048,21,0,21,0.0
2009,22,T049,1,0,1,0.0
2009,22,T062,1,0,1,0.0
2009,22,T063,2,0,2,0.0
2009,22,T066,17,0,17,0.0
2009,22,T069,3,0,3,0.0
2009,22,T073,11,0,11,0.0
2009,22,T074,4,0,4,0.0
2009,22,T082,6,0,6,0.0
2009,22,T089,1,0,1,0.0
2009,22,T090,1,0,1,0.0
2009,22,T094,9,0,9,0.0
2009,22,T095,1,0,1,0.0
2009,22,T102,2,0,2,0.0
2009,22,T114,2,0,2,0.0
2009,22,T115,2,0,2,0.0
2009,22,T135,58,0,58,0.0
2009,22,T144,1,0,1,0.0
2009,22,T147,7,0,7,0.0
2009,22,T151,9,0,9,0.0
2009,22,T152,1,0,1,0.0
2009,22,T153,3,0,3,0.0
2009,22,T155,3,0,3,0.0
2009,22,T158,6,0,6,0.0
2009,22,T159,10,0,10,0.0
2009,22,T209,5,0,5,0.0
2009,22,T212,3,0,3,0.0
2009,22,T218,3,0,3,0.0
2009,22,T220,2,0,2,0.0
2009,22,T901,5,0,5,0.0
2009,22,T903,2,0,2,0.0
2009,22,T907,2,0,2,0.0
2009,22,T915,1,0,1,0.0
2009,22,T917,4,0,4,0.0
2009,23,T002,8,0,8,0.0
2009,23,T003,41,0,41,0.0
2009,23,T008,123,0,123,0.0
2009,23,T009,12,0,12,0.0
2009,23,T011,91,0,91,0.0
2009,23,T012,37,0,37,0.0
2009,23,T016,68,0,68,0.0
2009,23,T017,1,0,1,0.0
2009,23,T018,2,0,2,0.0
2009,23,T028,40,0,40,0.0
2009,23,T030,9,0,9,0.0
2009,23,T031,101,0,101,0.0
2009,23,T033,5,0,5,0.0
2009,23,T046,10,0,10,0.0
2009,23,T047,1,0,1,0.0
2009,23,T048,93,0,93,0.0
2009,23,T049,17,0,17,0.0
2009,23,T054A,126,0,126,0.0
2009,23,T061,3,0,3,0.0
2009,23,T062,4,0,4,0.0
2009,23,T063,32,0,32,0.0
2009,23,T066,4,0,4,0.0
2009,23,T069,8,0,8,0.0
2009,23,T073,19,0,19,0.0
2009,23,T074,16,0,16,0.0
2009,23,T080,2,0,2,0.0
2009,23,T081,1,0,1,0.0
2009,23,T082,2,0,2,0.0
2009,23,T083,2,0,2,0.0
2009,23,T089,19,0,19,0.0
2009,23,T090,28,0,28,0.0
2009,23,T094,39,0,39,0.0
2009,23,T095,5,0,5,0.0
2009,23,T102,6,0,6,0.0
2009,23,T115,30,0,30,0.0
2009,23,T135,124,0,124,0.0
2009,23,T144,13,0,13,0.0
2009,23,T147,36,0,36,0.0
2009,23,T148,11,0,11,0.0
2009,23,T151,21,0,21,0.0
2009,23,T152,18,0,18,0.0
2009,23,T153,11,0,11,0.0
2009,23,T158,4,0,4,0.0
2009,23,T159,60,0,60,0.0
2009,23,T160,23,0,23,0.0
2009,23,T200,4,0,4,0.0
2009,23,T209,5,0,5,0.0
2009,23,T212,21,0,21,0.0
2009,23,T901,75,0,75,0.0
2009,23,T904,5,0,5,0.0
2009,23,T906,5,0,5,0.0
2009,23,T913,31,0,31,0.0
2009,23,T915,42,0,42,0.0
2009,23,T916,35,0,35,0.0
2009,24,T002,28,0,28,0.0
2009,24,T003,9,0,9,0.0
2009,24,T008,62,0,62,0.0
2009,24,T009,2,0,2,0.0
2009,24,T011,31,0,31,0.0
2009,24,T012,16,0,16,0.0
2009,24,T016,10,0,10,0.0
2009,24,T017,3,0,3,0.0
2009,24,T018,1,0,1,0.0
2009,24,T028,8,0,8,0.0
2009,24,T030,21,0,21,0.0
2009,24,T031,79,0,79,0.0
2009,24,T033,2,0,2,0.0
2009,24,T039,2,0,2,0.0
2009,24,T047,4,0,4,0.0
2009,24,T048,61,0,61,0.0
2009,24,T049,11,0,11,0.0
2009,24,T054A,3,0,3,0.0
2009,24,T054B,18,0,18,0.0
2009,24,T061,1,0,1,0.0
2009,24,T062,4,0,4,0.0
2009,24,T063,4,0,4,0.0
2009,24,T065,1,0,1,0.0
2009,24,T066,8,0,8,0.0
2009,24,T068,1,0,1,0.0
2009,24,T069,3,0,3,0.0
2009,24,T073,1,0,1,0.0
2009,24,T074,2,0,2,0.0
2009,24,T079,1,0,1,0.0
2009,24,T081,3,0,3,0.0
2009,24,T089,13,0,13,0.0
2009,24,T090,13,0,13,0.0
2009,24,T094,8,0,8,0.0
2009,24,T095,8,0,8,0.0
2009,24,T114,3,0,3,0.0
2009,24,T115,6,0,6,0.0
2009,24,T128,1,0,1,0.0
2009,24,T135,61,0,61,0.0
2009,24,T138,2,0,2,0.0
2009,24,T144,38,0,38,0.0
2009,24,T147,17,0,17,0.0
2009,24,T148,4,0,4,0.0
2009,24,T151,2,0,2,0.0
2009,24,T153,3,0,3,0.0
2009,24,T158,20,0,20,0.0
2009,24,T159,96,0,96,0.0
2009,24,T160,6,0,6,0.0
2009,24,T200,7,0,7,0.0
2009,24,T209,4,0,4,0.0
2009,24,T212,19,0,19,0.0
2009,24,T218,16,0,16,0.0
2009,24,T220,9,0,9,0.0
2009,24,T900,216,0,216,0.0
2009,24,T901,250,0,250,0.0
2009,24,T903,520,0,520,0.0
2009,24,T905,621,0,621,0.0
2009,24,T912,86,0,86,0.0
2009,24,T915,423,0,423,0.0
2009,25,T002,119,0,119,0.0
2009,25,T003,18,0,18,0.0
2009,25,T008,82,0,82,0.0
2009,25,T009,74,0,74,0.0
2009,25,T011,15,0,15,0.0
2009,25,T012,19,0,19,0.0
2009,25,T016,27,0,27,0.0
2009,25,T017,5,0,5,0.0
2009,25,T018,2,0,2,0.0
2009,25,T028,26,0,26,0.0
2009,25,T030,1,0,1,0.0
2009,25,T031,3,0,3,0.0
2009,25,T033,1,0,1,0.0
2009,25,T039,1,0,1,0.0
2009,25,T046,21,0,21,0.0
2009,25,T047,12,0,12,0.0
2009,25,T048,116,0,116,0.0
2009,25,T049,6,0,6,0.0
2009,25,T054B,1,0,1,0.0
2009,25,T061,1,0,1,0.0
2009,25,T063,3,0,3,0.0
2009,25,T065,1,0,1,0.0
2009,25,T066,36,0,36,0.0
2009,25,T068,3,0,3,0.0
2009,25,T069,4,0,4,0.0
2009,25,T073,1,0,1,0.0
2009,25,T074,10,0,10,0.0
2009,25,T080,1,0,1,0.0
2009,25,T083,5,0,5,0.0
2009,25,T089,4,0,4,0.0
2009,25,T090,8,0,8,0.0
2009,25,T094,38,0,38,0.0
2009,25,T095,3,0,3,0.0
2009,25,T102,1,0,1,0.0
2009,25,T114,5,0,5,0.0
2009,25,T115,6,0,6,0.0
2009,25,T128,4,0,4,0.0
2009,25,T135,7,0,7,0.0
2009,25,T138,7,0,7,0.0
2009,25,T144,20,0,20,0.0
2009,25,T147,5,0,5,0.0
2009,25,T148,13,0,13,0.0
2009,25,T151,3,0,3,0.0
2009,25,T152,11,0,11,0.0
2009,25,T153,17,0,17,0.0
2009,25,T155,1,0,1,0.0
2009,25,T158,5,0,5,0.0
2009,25,T159,9,0,9,0.0
2009,25,T209,4,0,4,0.0
2009,25,T212,4,0,4,0.0
2009,25,T220,25,0,25,0.0
2009,25,T221,2,0,2,0.0
2009,25,T901,603,0,603,0.0
2009,25,T904,7,0,7,0.0
2009,25,T906,225,0,225,0.0
2009,25,T913,50,0,50,0.0
2009,26,T002,16,0,16,0.0
2009,26,T003,13,0,13,0.0
2009,26,T008,2,0,2,0.0
2009,26,T009,9,0,9,0.0
2009,26,T011,15,0,15,0.0
2009,26,T012,10,0,10,0.0
2009,26,T016,22,0,22,0.0
2009,26,T017,5,0,5,0.0
2009,26,T028,21,0,21,0.0
2009,26,T030,4,0,4,0.0
2009,26,T031,9,0,9,0.0
2009,26,T039,1,0,1,0.0
2009,26,T046,7,0,7,0.0
2009,26,T047,10,0,10,0.0
2009,26,T048,70,0,70,0.0
2009,26,T049,5,0,5,0.0
2009,26,T054A,13,0,13,0.0
2009,26,T054B,4,0,4,0.0
2009,26,T061,4,0,4,0.0
2009,26,T062,1,0,1,0.0
2009,26,T063,12,0,12,0.0
2009,26,T065,1,0,1,0.0
2009,26,T066,15,0,15,0.0
2009,26,T068,1,0,1,0.0
2009,26,T069,3,0,3,0.0
2009,26,T074,16,0,16,0.0
2009,26,T079,1,0,1,0.0
2009,26,T080,1,0,1,0.0
2009,26,T081,1,0,1,0.0
2009,26,T082,6,0,6,0.0
2009,26,T083,6,0,6,0.0
2009,26,T089,3,0,3,0.0
2009,26,T090,15,0,15,0.0
2009,26,T094,9,0,9,0.0
2009,26,T095,22,0,22,0.0
2009,26,T102,9,0,9,0.0
2009,26,T114,4,0,4,0.0
2009,26,T115,20,0,20,0.0
2009,26,T128,4,0,4,0.0
2009,26,T135,12,0,12,0.0
2009,26,T138,4,0,4,0.0
2009,26,T144,30,0,30,0.0
2009,26,T147,4,0,4,0.0
2009,26,T148,10,0,10,0.0
2009,26,T151,3,0,3,0.0
2009,26,T152,5,0,5,0.0
2009,26,T155,5,0,5,0.0
2009,26,T158,11,0,11,0.0
2009,26,T159,8,0,8,0.0
2009,26,T160,29,0,29,0.0
2009,26,T200,6,0,6,0.0
2009,26,T209,3,0,3,0.0
2009,26,T212,10,0,10,0.0
2009,26,T218,8,0,8,0.0
2009,26,T220,13,0,13,0.0
2009,26,T901,22,0,22,0.0
2009,26,T905,53,0,53,0.0
2009,26,T906,13,0,13,0.0
2009,26,T915,2,0,2,0.0
2009,26,T916,12,0,12,0.0
2009,26,T918,66,0,66,0.0
2009,27,T002,165,0,165,0.0
2009,27,T003,16,0,16,0.0
2009,27,T008,44,0,44,0.0
2009,27,T009,9,0,9,0.0
2009,27,T011,37,0,37,0.0
2009,27,T012,13,0,13,0.0
2009,27,T016,29,0,29,0.0
2009,27,T017,2,0,2,0.0
2009,27,T018,2,0,2,0.0
2009,27,T028,19,0,19,0.0
2009,27,T030,17,0,17,0.0
2009,27,T031,68,0,68,0.0
2009,27,T033,5,0,5,0.0
2009,27,T043,7,0,7,0.0
2009,27,T047,9,0,9,0.0
2009,27,T048,74,0,74,0.0
2009,27,T049,5,0,5,0.0
2009,27,T054A,10,0,10,0.0
2009,27,T054B,32,0,32,0.0
2009,27,T061,3,0,3,0.0
2009,27,T063,11,0,11,0.0
2009,27,T065,1,0,1,0.0
2009,27,T066,86,0,86,0.0
2009,27,T069,5,0,5,0.0
2009,27,T073,10,0,10,0.0
2009,27,T074,6,0,6,0.0
2009,27,T079,1,0,1,0.0
2009,27,T080,5,0,5,0.0
2009,27,T081,1,0,1,0.0
2009,27,T082,6,0,6,0.0
2009,27,T089,22,0,22,0.0
2009,27,T090,58,0,58,0.0
2009,27,T094,36,0,36,0.0
2009,27,T095,24,0,24,0.0
2009,27,T102,34,0,34,0.0
2009,27,T114,17,0,17,0.0
2009,27,T115,269,0,269,0.0
2009,27,T135,425,0,425,0.0
2009,27,T138,20,0,20,0.0
2009,27,T144,7,0,7,0.0
2009,27,T147,19,0,19,0.0
2009,27,T148,8,0,8,0.0
2009,27,T151,24,0,24,0.0
2009,27,T152,7,0,7,0.0
2009,27,T153,6,0,6,0.0
2009,27,T158,80,0,80,0.0
2009,27,T159,144,0,144,0.0
2009,27,T160,44,0,44,0.0
2009,27,T200,63,0,63,0.0
2009,27,T209,22,0,22,0.0
2009,27,T212,58,0,58,0.0
2009,27,T218,26,0,26,0.0
2009,27,T220,17,0,17,0.0
2009,27,T221,25,0,25,0.0
2009,27,T901,114,0,114,0.0
2009,27,T902,23,0,23,0.0
2009,27,T903,24,0,24,0.0
2009,27,T906,7,0,7,0.0
2009,27,T907,17,0,17,0.0
2009,27,T911,5,0,5,0.0
2009,27,T915,22,0,22,0.0
2009,28,T002,113,0,113,0.0
2009,28,T003,3,0,3,0.0
2009,28,T008,64,0,64,0.0
2009,28,T009,112,0,112,0.0
2009,28,T011,32,0,32,0.0
2009,28,T012,7,0,7,0.0
2009,28,T016,15,0,15,0.0
2009,28,T018,1,0,1,0.0
2009,28,T028,39,0,39,0.0
2009,28,T030,7,0,7,0.0
2009,28,T031,102,0,102,0.0
2009,28,T039,3,0,3,0.0
2009,28,T043,5,0,5,0.0
2009,28,T046,20,0,20,0.0
2009,28,T047,12,0,12,0.0
2009,28,T048,37,0,37,0.0
2009,28,T049,3,0,3,0.0
2009,28,T054A,5,0,5,0.0
2009,28,T054B,20,0,20,0.0
2009,28,T061,2,0,2,0.0
2009,28,T062,9,0,9,0.0
2009,28,T063,4,0,4,0.0
2009,28,T065,1,0,1,0.0
2009,28,T066,10,0,10,0.0
2009,28,T068,1,0,1,0.0
2009,28,T069,2,0,2,0.0
2009,28,T073,16,0,16,0.0
2009,28,T074,16,0,16,0.0
2009,28,T079,1,0,1,0.0
2009,28,T080,7,0,7,0.0
2009,28,T081,3,0,3,0.0
2009,28,T082,9,0,9,0.0
2009,28,T083,2,0,2,0.0
2009,28,T089,2,0,2,0.0
2009,28,T090,60,0,60,0.0
2009,28,T094,8,0,8,0.0
2009,28,T095,49,0,49,0.0
2009,28,T102,30,0,30,0.0
2009,28,T114,6,0,6,0.0
2009,28,T115,3,0,3,0.0
2009,28,T128,3,0,3,0.0
2009,28,T135,150,0,150,0.0
2009,28,T138,24,0,24,0.0
2009,28,T144,14,0,14,0.0
2009,28,T148,19,0,19,0.0
2009,28,T151,4,0,4,0.0
2009,28,T152,10,0,10,0.0
2009,28,T153,7,0,7,0.0
2009,28,T155,5,0,5,0.0
2009,28,T158,54,0,54,0.0
2009,28,T159,33,0,33,0.0
2009,28,T160,42,0,42,0.0
2009,28,T200,1,0,1,0.0
2009,28,T209,6,0,6,0.0
2009,28,T212,96,0,96,0.0
2009,28,T218,40,0,40,0.0
2009,28,T220,58,0,58,0.0
2009,28,T221,71,0,71,0.0
2009,28,T222,16,0,16,0.0
2009,28,T223,1,0,1,0.0
2009,28,T225,55,0,55,0.0
2009,28,T227,3,0,3,0.0
2009,28,T901,45,0,45,0.0
2009,28,T904,6,0,6,0.0
2009,28,T905,2,0,2,0.0
2009,28,T909,29,0,29,0.0
2009,28,T913,112,0,112,0.0
2009,28,T914,20,0,20,0.0
2009,28,T915,19,0,19,0.0
2009,28,T916,107,0,107,0.0
2009,29,T002,237,1,236,4.219409282700422
2009,29,T003,11,0,11,0.0
2009,29,T008,18,0,18,0.0
2009,29,T009,62,0,62,0.0
2009,29,T011,39,0,39,0.0
2009,29,T016,7,0,7,0.0
2009,29,T017,8,0,8,0.0
2009,29,T028,56,0,56,0.0
2009,29,T030,3,0,3,0.0
2009,29,T031,62,1,61,16.129032258064516
2009,29,T033,8,0,8,0.0
2009,29,T039,1,0,1,0.0
2009,29,T043,2,0,2,0.0
2009,29,T046,1,0,1,0.0
2009,29,T047,9,0,9,0.0
2009,29,T048,104,0,104,0.0
2009,29,T054A,10,0,10,0.0
2009,29,T054B,28,0,28,0.0
2009,29,T061,3,0,3,0.0
2009,29,T066,26,0,26,0.0
2009,29,T068,1,0,1,0.0
2009,29,T073,16,0,16,0.0
2009,29,T074,21,0,21,0.0
2009,29,T080,7,0,7,0.0
2009,29,T083,1,0,1,0.0
2009,29,T089,6,0,6,0.0
2009,29,T090,63,0,63,0.0
2009,29,T094,17,0,17,0.0
2009,29,T095,31,2,29,64.51612903225806
2009,29,T102,31,0,31,0.0
2009,29,T114,5,0,5,0.0
2009,29,T115,116,0,116,0.0
2009,29,T128,3,0,3,0.0
2009,29,T135,166,0,166,0.0
2009,29,T144,12,0,12,0.0
2009,29,T147,13,0,13,0.0
2009,29,T148,25,0,25,0.0
2009,29,T151,9,0,9,0.0
2009,29,T155,1,0,1,0.0
2009,29,T158,234,0,234,0.0
2009,29,T159,10,0,10,0.0
2009,29,T160,19,0,19,0.0
2009,29,T200,24,0,24,0.0
2009,29,T209,23,0,23,0.0
2009,29,T212,13,0,13,0.0
2009,29,T218,27,0,27,0.0
2009,29,T220,16,0,16,0.0
2009,29,T221,48,0,48,0.0
2009,29,T222,36,0,36,0.0
2009,29,T223,65,0,65,0.0
2009,29,T224,2,0,2,0.0
2009,29,T225,246,0,246,0.0
2009,29,T226,17,0,17,0.0
2009,29,T227,24,0,24,0.0
2009,29,T901,47,0,47,0.0
2009,29,T903,87,0,87,0.0
2009,29,T905,144,0,144,0.0
2009,29,T906,20,0,20,0.0
2009,29,T908,2,0,2,0.0
2009,29,T909,41,0,41,0.0
2009,29,T915,38,0,38,0.0
2009,29,T918,275,0,275,0.0
2009,30,T002,21,0,21,0.0
2009,30,T008,13,0,13,0.0
2009,30,T011,12,0,12,0.0
2009,30,T016,2,0,2,0.0
2009,30,T017,3,0,3,0.0
2009,30,T028,10,0,10,0.0
2009,30,T030,2,0,2,0.0
2009,30,T031,22,0,22,0.0
2009,30,T033,1,0,1,0.0
2009,30,T039,6,0,6,0.0
2009,30,T043,1,0,1,0.0
2009,30,T046,6,0,6,0.0
2009,30,T047,3,0,3,0.0
2009,30,T054A,2,0,2,0.0
2009,30,T054B,2,0,2,0.0
2009,30,T061,1,0,1,0.0
2009,30,T062,6,0,6,0.0
2009,30,T063,8,0,8,0.0
2009,30,T065,5,0,5,0.0
2009,30,T066,8,0,8,0.0
2009,30,T069,2,0,2,0.0
2009,30,T073,40,0,40,0.0
2009,30,T074,13,0,13,0.0
2009,30,T080,5,0,5,0.0
2009,30,T081,1,0,1,0.0
2009,30,T083,1,0,1,0.0
2009,30,T089,1,0,1,0.0
2009,30,T090,14,0,14,0.0
2009,30,T094,72,0,72,0.0
2009,30,T095,1,0,1,0.0
2009,30,T102,23,0,23,0.0
2009,30,T114,9,0,9,0.0
2009,30,T115,18,0,18,0.0
2009,30,T128,1,0,1,0.0
2009,30,T135,6,0,6,0.0
2009,30,T138,4,0,4,0.0
2009,30,T147,1,0,1,0.0
2009,30,T148,8,0,8,0.0
2009,30,T151,7,0,7,0.0
2009,30,T155,2,0,2,0.0
2009,30,T158,22,0,22,0.0
2009,30,T159,22,0,22,0.0
2009,30,T200,25,0,25,0.0
2009,30,T209,13,0,13,0.0
2009,30,T212,3,0,3,0.0
2009,30,T220,6,0,6,0.0
2009,30,T221,1,0,1,0.0
2009,30,T222,3,0,3,0.0
2009,30,T223,5,0,5,0.0
2009,30,T224,2,0,2,0.0
2009,30,T225,212,1,211,4.716981132075472
2009,30,T226,34,0,34,0.0
2009,30,T227,10,0,10,0.0
2009,30,T901,33,0,33,0.0
2009,30,T903,68,0,68,0.0
2009,30,T906,4,0,4,0.0
2009,30,T907,211,0,211,0.0
2009,30,T908,4,0,4,0.0
2009,30,T913,61,0,61,0.0
2009,30,T915,1,0,1,0.0
2009,30,T916,56,0,56,0.0
2009,31,T002,13,0,13,0.0
2009,31,T003,6,0,6,0.0
2009,31,T008,2,0,2,0.0
2009,31,T009,6,0,6,0.0
2009,31,T011,5,0,5,0.0
2009,31,T012,3,0,3,0.0
2009,31,T013,13,0,13,0.0
2009,31,T016,9,0,9,0.0
2009,31,T017,2,0,2,0.0
2009,31,T028,6,0,6,0.0
2009,31,T030,1,0,1,0.0
2009,31,T031,11,0,11,0.0
2009,31,T033,17,0,17,0.0
2009,31,T043,5,0,5,0.0
2009,31,T046,15,0,15,0.0
2009,31,T047,1,0,1,0.0
2009,31,T048,39,0,39,0.0
2009,31,T054A,8,0,8,0.0
2009,31,T054B,3,0,3,0.0
2009,31,T062,1,0,1,0.0
2009,31,T063,3,0,3,0.0
2009,31,T069,3,0,3,0.0
2009,31,T073,11,0,11,0.0
2009,31,T080,4,0,4,0.0
2009,31,T082,4,0,4,0.0
2009,31,T089,1,0,1,0.0
2009,31,T090,8,0,8,0.0
2009,31,T094,24,0,24,0.0
2009,31,T095,10,0,10,0.0
2009,31,T102,2,0,2,0.0
2009,31,T114,1,0,1,0.0
2009,31,T115,4,0,4,0.0
2009,31,T128,10,0,10,0.0
2009,31,T135,9,0,9,0.0
2009,31,T144,1,0,1,0.0
2009,31,T147,2,0,2,0.0
2009,31,T148,1,0,1,0.0
2009,31,T151,29,0,29,0.0
2009,31,T152,13,0,13,0.0
2009,31,T153,9,0,9,0.0
2009,31,T155,2,0,2,0.0
2009,31,T158,4,0,4,0.0
2009,31,T159,6,0,6,0.0
2009,31,T160,7,0,7,0.0
2009,31,T200,10,0,10,0.0
2009,31,T209,13,0,13,0.0
2009,31,T212,10,0,10,0.0
2009,31,T218,9,0,9,0.0
2009,31,T220,4,0,4,0.0
2009,31,T221,4,0,4,0.0
2009,31,T225,145,0,145,0.0
2009,31,T226,22,0,22,0.0
2009,31,T227,2,0,2,0.0
2009,31,T229,17,0,17,0.0
2009,31,T230,1,0,1,0.0
2009,31,T901,67,0,67,0.0
2009,31,T903,39,0,39,0.0
2009,31,T905,30,0,30,0.0
2009,31,T906,18,0,18,0.0
2009,31,T909,94,0,94,0.0
2009,31,T914,44,0,44,0.0
2009,31,T915,15,0,15,0.0
2009,32,T003,11,0,11,0.0
2009,32,T011,1,0,1,0.0
2009,32,T012,1,0,1,0.0
2009,32,T013,1,0,1,0.0
2009,32,T017,1,0,1,0.0
2009,32,T028,2,0,2,0.0
2009,32,T031,16,0,16,0.0
2009,32,T039,2,0,2,0.0
2009,32,T046,4,0,4,0.0
2009,32,T048,20,0,20,0.0
2009,32,T054A,1,0,1,0.0
2009,32,T054B,2,0,2,0.0
2009,32,T063,4,0,4,0.0
2009,32,T065,3,0,3,0.0
2009,32,T066,6,0,6,0.0
2009,32,T069,4,0,4,0.0
2009,32,T073,28,0,28,0.0
2009,32,T074,5,0,5,0.0
2009,32,T082,1,0,1,0.0
2009,32,T083,2,0,2,0.0
2009,32,T089,1,0,1,0.0
2009,32,T090,35,1,34,28.571428571428573
2009,32,T094,21,0,21,0.0
2009,32,T095,4,0,4,0.0
2009,32,T102,13,0,13,0.0
2009,32,T114,10,0,10,0.0
2009,32,T115,3,0,3,0.0
2009,32,T128,4,0,4,0.0
2009,32,T135,9,0,9,0.0
2009,32,T138,4,0,4,0.0
2009,32,T144,2,0,2,0.0
2009,32,T147,2,0,2,0.0
2009,32,T148,4,0,4,0.0
2009,32,T151,1,0,1,0.0
2009,32,T152,8,0,8,0.0
2009,32,T158,12,0,12,0.0
2009,32,T160,5,1,4,200.0
2009,32,T200,57,0,57,0.0
2009,32,T209,11,0,11,0.0
2009,32,T212,6,0,6,0.0
2009,32,T218,10,0,10,0.0
2009,32,T220,7,0,7,0.0
2009,32,T221,5,0,5,0.0
2009,32,T223,11,0,11,0.0
2009,32,T225,2,0,2,0.0
2009,32,T230,6,0,6,0.0
2009,32,T901,12,0,12,0.0
2009,32,T903,12,0,12,0.0
2009,32,T906,10,0,10,0.0
2009,32,T907,121,0,121,0.0
2009,32,T908,1,0,1,0.0
2009,32,T915,11,0,11,0.0
2009,32,T918,43,0,43,0.0
2009,32,T920,24,0,24,0.0
2009,33,T002,21,0,21,0.0
2009,33,T009,51,1,50,19.607843137254903
2009,33,T011,94,1,93,10.638297872340425
2009,33,T013,2,0,2,0.0
2009,33,T016,1,0,1,0.0
2009,33,T028,3,0,3,0.0
2009,33,T031,3,0,3,0.0
2009,33,T033,1,0,1,0.0
2009,33,T043,3,0,3,0.0
2009,33,T046,4,0,4,0.0
2009,33,T048,7,0,7,0.0
2009,33,T054B,6,0,6,0.0
2009,33,T061,2,0,2,0.0
2009,33,T063,1,0,1,0.0
2009,33,T066,1,0,1,0.0
2009,33,T069,1,0,1,0.0
2009,33,T080,2,0,2,0.0
2009,33,T089,1,0,1,0.0
2009,33,T090,9,0,9,0.0
2009,33,T094,4,0,4,0.0
2009,33,T102,1,1,0,1000.0
2009,33,T114,1,0,1,0.0
2009,33,T115,1,0,1,0.0
2009,33,T128,3,0,3,0.0
2009,33,T144,80,0,80,0.0
2009,33,T148,1,0,1,0.0
2009,33,T155,1,0,1,0.0
2009,33,T160,6,0,6,0.0
2009,33,T200,17,0,17,0.0
2009,33,T212,1,0,1,0.0
2009,33,T218,1,0,1,0.0
2009,33,T220,2,0,2,0.0
2009,33,T221,5,1,4,200.0
2009,33,T223,25,0,25,0.0
2009,33,T224,1,0,1,0.0
2009,33,T225,27,0,27,0.0
2009,33,T228,5,0,5,0.0
2009,33,T229,1,0,1,0.0
2009,33,T230,1,0,1,0.0
2009,33,T901,16,0,16,0.0
2009,33,T903,73,2,71,27.397260273972602
2009,33,T905,18,0,18,0.0
2009,33,T906,14,0,14,0.0
2009,33,T907,85,0,85,0.0
2009,33,T909,10,0,10,0.0
2009,33,T915,11,0,11,0.0
2009,33,T916,67,1,66,14.925373134328359
2009,34,T009,2,0,2,0.0
2009,34,T011,2,0,2,0.0
2009,34,T013,1,0,1,0.0
2009,34,T016,1,0,1,0.0
2009,34,T017,1,0,1,0.0
2009,34,T031,2,0,2,0.0
2009,34,T033,4,0,4,0.0
2009,34,T049,1,0,1,0.0
2009,34,T062,1,0,1,0.0
2009,34,T069,2,0,2,0.0
2009,34,T073,13,0,13,0.0
2009,34,T074,2,0,2,0.0
2009,34,T079,2,0,2,0.0
2009,34,T083,1,0,1,0.0
2009,34,T090,2,0,2,0.0
